"code","descriptor","compcatid","cost","uom","id"
"","Oxtripe","3DE82C56636311E5B83800FF59FBB323",24.67,"KG","0701F09E637011E5B83800FF59FBB323"
"","Porterhouse Steak","3DE82C56636311E5B83800FF59FBB323",280.00,"PC","0702412F637011E5B83800FF59FBB323"
"","T-Bone","3DE82C56636311E5B83800FF59FBB323",55.00,"PC","07029373637011E5B83800FF59FBB323"
"","Tenderloin","3DE82C56636311E5B83800FF59FBB323",380.00,"KG","0702E5C7637011E5B83800FF59FBB323"
"","Top Round","3DE82C56636311E5B83800FF59FBB323",275.00,"KG","07033855637011E5B83800FF59FBB323"
"","Breast Fillet","3DEB3311636311E5B83800FF59FBB323",210.33,"KG","070389B4637011E5B83800FF59FBB323"
"","Chicken Wings","3DEB3311636311E5B83800FF59FBB323",13.21,"PC","0703D97C637011E5B83800FF59FBB323"
"","Ground Chicken","3DEB3311636311E5B83800FF59FBB323",190.00,"KG","07042BE9637011E5B83800FF59FBB323"
"","Leg Quarter","3DEB3311636311E5B83800FF59FBB323",195.00,"KG","07047D09637011E5B83800FF59FBB323"
"","Whole Chicken","3DEB3311636311E5B83800FF59FBB323",150.02,"ORDER","0704CC21637011E5B83800FF59FBB323"
"","San Miguel Zero","3E118937636311E5B83800FF59FBB323",24.92,"BOT","07051C58637011E5B83800FF59FBB323"
"","Bacon","3DEDA602636311E5B83800FF59FBB323",572.00,"KG","07056F1B637011E5B83800FF59FBB323"
"","Balat ng Baboy","3DEDA602636311E5B83800FF59FBB323",90.00,"KG","0705BD40637011E5B83800FF59FBB323"
"","Batok","3DEDA602636311E5B83800FF59FBB323",0.00,"KG","07060B28637011E5B83800FF59FBB323"
"","Bulaklak","3DEDA602636311E5B83800FF59FBB323",120.00,"KG","070676BE637011E5B83800FF59FBB323"
"","Ground Pork","3DEDA602636311E5B83800FF59FBB323",175.00,"KG","0706C934637011E5B83800FF59FBB323"
"","Ham","3DEDA602636311E5B83800FF59FBB323",0.30,"GRMS","07071C6E637011E5B83800FF59FBB323"
"","Liempo","3DEDA602636311E5B83800FF59FBB323",200.00,"KG","07077017637011E5B83800FF59FBB323"
"","Longanisa","3DEDA602636311E5B83800FF59FBB323",150.00,"KG","0707C2D7637011E5B83800FF59FBB323"
"","Mukha","3DEDA602636311E5B83800FF59FBB323",85.00,"KG","0708247C637011E5B83800FF59FBB323"
"","Mukha (BTC)","3DEDA602636311E5B83800FF59FBB323",0.00,"KG","07088DD0637011E5B83800FF59FBB323"
"","Sapporo Beer","3E118937636311E5B83800FF59FBB323",65.00,"BOT","072C24BD637011E5B83800FF59FBB323"
"","Mukha (Chicharon)","3DEDA602636311E5B83800FF59FBB323",80.00,"ORDER","072E1D94637011E5B83800FF59FBB323"
"","Mukha (Laga)","3DEDA602636311E5B83800FF59FBB323",80.00,"KG","073677D4637011E5B83800FF59FBB323"
"","Pata","3DEDA602636311E5B83800FF59FBB323",162.00,"ORDER","0737AC10637011E5B83800FF59FBB323"
"","Pigue","3DEDA602636311E5B83800FF59FBB323",190.00,"KG","0738D629637011E5B83800FF59FBB323"
"","Pork Belly","3DEDA602636311E5B83800FF59FBB323",170.00,"KG","0739FFC8637011E5B83800FF59FBB323"
"","Pork Casim","3DEDA602636311E5B83800FF59FBB323",150.00,"KG","073B1FC2637011E5B83800FF59FBB323"
"","Pork Chop","3DEDA602636311E5B83800FF59FBB323",155.00,"KG","073C3FDA637011E5B83800FF59FBB323"
"","Pork Loin","3DEDA602636311E5B83800FF59FBB323",180.00,"KG","073D50F8637011E5B83800FF59FBB323"
"","Pork Spareribs","3DEDA602636311E5B83800FF59FBB323",180.00,"KG","073E2F85637011E5B83800FF59FBB323"
"","Hungarian","3DEE4E3A636311E5B83800FF59FBB323",15.50,"PC","073EEB04637011E5B83800FF59FBB323"
"","Stella Artois","3E118937636311E5B83800FF59FBB323",60.00,"BOT","073FD1C3637011E5B83800FF59FBB323"
"","Longganisa","3DEE4E3A636311E5B83800FF59FBB323",150.00,"KG","0740ADC8637011E5B83800FF59FBB323"
"","Pepperoni","3DEE4E3A636311E5B83800FF59FBB323",304.55,"KG","07481C7A637011E5B83800FF59FBB323"
"","Alabang House","3DEF06C2636311E5B83800FF59FBB323",310.95,"TRAN","074D4ED1637011E5B83800FF59FBB323"
"","COMPANY ID","3DEF06C2636311E5B83800FF59FBB323",999.99,"","0753ADB2637011E5B83800FF59FBB323"
"","House Rent","3DEF06C2636311E5B83800FF59FBB323",0.00,"TRAN","075508CD637011E5B83800FF59FBB323"
"","Medicine","3DEF06C2636311E5B83800FF59FBB323",429.00,"TRAN","07563F16637011E5B83800FF59FBB323"
"","Misc. Groceries","3DEF06C2636311E5B83800FF59FBB323",504.00,"TRAN","075B0936637011E5B83800FF59FBB323"
"","Photocopying","3DEF06C2636311E5B83800FF59FBB323",240.00,"TRAN","075C696A637011E5B83800FF59FBB323"
"","UNIFORM","3DEF06C2636311E5B83800FF59FBB323",999.99,"TRAN","07630DCB637011E5B83800FF59FBB323"
"","Water Test","3DEF06C2636311E5B83800FF59FBB323",350.00,"TRAN","0764ADF0637011E5B83800FF59FBB323"
"","Strong Ice","3E118937636311E5B83800FF59FBB323",26.25,"BOT","07663C9E637011E5B83800FF59FBB323"
"","Office Supplies","3DEFB5AA636311E5B83800FF59FBB323",273.25,"TRAN","076C4AF2637011E5B83800FF59FBB323"
"","Paper Roll","3DEFB5AA636311E5B83800FF59FBB323",0.20,"PC","076E0335637011E5B83800FF59FBB323"
"","Thermal Paper","3DEFB5AA636311E5B83800FF59FBB323",23.00,"PC","076ED357637011E5B83800FF59FBB323"
"","Pag-Ibig Loan Paymnt","3DF05A60636311E5B83800FF59FBB323",999.99,"TRAN","076FCAE5637011E5B83800FF59FBB323"
"","Pag-Ibig Remittance","3DF0FAEA636311E5B83800FF59FBB323",999.99,"TRAN","0770CA31637011E5B83800FF59FBB323"
"","Pest Control","3DF1B9B3636311E5B83800FF59FBB323",999.99,"TRAN","07718FE3637011E5B83800FF59FBB323"
"","PhilHealth Remitance","3DF26B03636311E5B83800FF59FBB323",999.99,"TRAN","07723862637011E5B83800FF59FBB323"
"","Professional Fee","3DF6E0AB636311E5B83800FF59FBB323",999.99,"TRAN","0772D1B8637011E5B83800FF59FBB323"
"","Retainer's Fee","3DF6E0AB636311E5B83800FF59FBB323",999.99,"TRAN","07738A30637011E5B83800FF59FBB323"
"","Aircon Charges","3DF79092636311E5B83800FF59FBB323",999.99,"TRAN","07793708637011E5B83800FF59FBB323"
"","Super Dry","3E118937636311E5B83800FF59FBB323",32.46,"BOT","0779E0DB637011E5B83800FF59FBB323"
"","Aircon Maintenance","3DF79092636311E5B83800FF59FBB323",999.99,"TRAN","077D47F3637011E5B83800FF59FBB323"
"","Engineering","3DF79092636311E5B83800FF59FBB323",12.00,"TRAN","077E1C6E637011E5B83800FF59FBB323"
"","Exhaust Charges","3DF79092636311E5B83800FF59FBB323",999.99,"TRAN","077EEB86637011E5B83800FF59FBB323"
"","Garbage Hauling","3DF79092636311E5B83800FF59FBB323",220.00,"TRAN","07834B53637011E5B83800FF59FBB323"
"","Grease Trap","3DF79092636311E5B83800FF59FBB323",999.99,"TRAN","07847A0A637011E5B83800FF59FBB323"
"","Hardware","3DF79092636311E5B83800FF59FBB323",8.00,"TRAN","0788FA13637011E5B83800FF59FBB323"
"","New Equipment","3DF79092636311E5B83800FF59FBB323",999.99,"TRAN","078A4669637011E5B83800FF59FBB323"
"","Repair Expenses","3DF79092636311E5B83800FF59FBB323",999.99,"TRAN","07955948637011E5B83800FF59FBB323"
"","Sprinkler","3DF79092636311E5B83800FF59FBB323",0.00,"TRAN","07967B44637011E5B83800FF59FBB323"
"","Welding Works","3DF79092636311E5B83800FF59FBB323",0.00,"TRAN","07979D02637011E5B83800FF59FBB323"
"","Cash Advance","3DF627B5636311E5B83800FF59FBB323",500.00,"TRAN","079CD94B637011E5B83800FF59FBB323"
"","Alcoholic Malt Apple","3E13F8A9636311E5B83800FF59FBB323",21.25,"BOT","07A19C01637011E5B83800FF59FBB323"
"","Air Freshener","3DF83B81636311E5B83800FF59FBB323",185.00,"LT","07B00FB7637011E5B83800FF59FBB323"
"","Aluminum Foil","3DF83B81636311E5B83800FF59FBB323",809.50,"ROLL","07BDC95A637011E5B83800FF59FBB323"
"","BBQ Stick","3DF83B81636311E5B83800FF59FBB323",0.27,"PC","07C2C719637011E5B83800FF59FBB323"
"","Bar Supplies","3DF83B81636311E5B83800FF59FBB323",37.50,"TRAN","07C3F71D637011E5B83800FF59FBB323"
"","Brown Paper","3DF83B81636311E5B83800FF59FBB323",1.10,"PC","07C90D7D637011E5B83800FF59FBB323"
"","Charcoal","3DF83B81636311E5B83800FF59FBB323",250.00,"SACK","07CA2A88637011E5B83800FF59FBB323"
"","Chinaware","3DF83B81636311E5B83800FF59FBB323",999.99,"TRAN","07CB3E70637011E5B83800FF59FBB323"
"","Cling Wrapp","3DF83B81636311E5B83800FF59FBB323",636.36,"ROLL","07CC544C637011E5B83800FF59FBB323"
"","Cocktail Toothpick","3DF83B81636311E5B83800FF59FBB323",0.16,"PC","07CD8AE4637011E5B83800FF59FBB323"
"","Crema Tray","3DF83B81636311E5B83800FF59FBB323",14.50,"PC","07CE9D08637011E5B83800FF59FBB323"
"","Alcoholic Malt Lemon","3E13F8A9636311E5B83800FF59FBB323",21.25,"BOT","07CFD49E637011E5B83800FF59FBB323"
"","D.W. Paste","3DF83B81636311E5B83800FF59FBB323",38.00,"KG","07D09E4E637011E5B83800FF59FBB323"
"","Decors","3DF83B81636311E5B83800FF59FBB323",50.00,"SET","07D144A2637011E5B83800FF59FBB323"
"","Detergent Powder","3DF83B81636311E5B83800FF59FBB323",35.00,"TRAN","07D1EC95637011E5B83800FF59FBB323"
"","Mop Head","3DF83B81636311E5B83800FF59FBB323",204.60,"PC","07D2911E637011E5B83800FF59FBB323"
"","Order Slip","3DF83B81636311E5B83800FF59FBB323",15.00,"PC","07D33728637011E5B83800FF59FBB323"
"","Oyster Shell","3DF83B81636311E5B83800FF59FBB323",35.00,"KG","07D3D890637011E5B83800FF59FBB323"
"","Pizza Box","3DF83B81636311E5B83800FF59FBB323",10.00,"PC","07D480ED637011E5B83800FF59FBB323"
"","Placemat","3DF83B81636311E5B83800FF59FBB323",0.30,"PC","07D52680637011E5B83800FF59FBB323"
"","Plastic Twine","3DF83B81636311E5B83800FF59FBB323",90.00,"ROLL","07D9C8BE637011E5B83800FF59FBB323"
"","Red Straw","3DF83B81636311E5B83800FF59FBB323",0.15,"PC","07DA8D30637011E5B83800FF59FBB323"
"","Gilbeys Premium","3E13F8A9636311E5B83800FF59FBB323",38.00,"BOT","07DB3929637011E5B83800FF59FBB323"
"","Restaurant Supplies","3DF83B81636311E5B83800FF59FBB323",148.75,"TRAN","07DBDF3B637011E5B83800FF59FBB323"
"","Rollo Bag 10""","3DF83B81636311E5B83800FF59FBB323",0.22,"PC","07DC85D5637011E5B83800FF59FBB323"
"","Rollo Bag 8""","3DF83B81636311E5B83800FF59FBB323",0.35,"PC","07E197BC637011E5B83800FF59FBB323"
"","Sando Bag Large","3DF83B81636311E5B83800FF59FBB323",1.50,"PC","07E3FA0F637011E5B83800FF59FBB323"
"","Sando Bag Medium","3DF83B81636311E5B83800FF59FBB323",0.65,"PC","07E4C686637011E5B83800FF59FBB323"
"","Sando Bag Small","3DF83B81636311E5B83800FF59FBB323",0.35,"PC","07E56C04637011E5B83800FF59FBB323"
"","Styro Big","3DF83B81636311E5B83800FF59FBB323",4.80,"PC","07E8A451637011E5B83800FF59FBB323"
"","Styro Meduim","3DF83B81636311E5B83800FF59FBB323",4.00,"PC","07EAA799637011E5B83800FF59FBB323"
"","Styro Small","3DF83B81636311E5B83800FF59FBB323",1.45,"PC","07EBE526637011E5B83800FF59FBB323"
"","Toothpick","3DF83B81636311E5B83800FF59FBB323",0.05,"PC","07ED4A53637011E5B83800FF59FBB323"
"","Tanduay Ice","3E13F8A9636311E5B83800FF59FBB323",18.75,"BOT","07EEE072637011E5B83800FF59FBB323"
"","Trash Bag","3DF83B81636311E5B83800FF59FBB323",7.00,"PC","07F044EA637011E5B83800FF59FBB323"
"","White Bending Straw","3DF83B81636311E5B83800FF59FBB323",0.25,"PC","07F1F613637011E5B83800FF59FBB323"
"","Wooden Chopstick","3DF83B81636311E5B83800FF59FBB323",2.48,"PC","07F389DA637011E5B83800FF59FBB323"
"","Rice","3DF8FB71636311E5B83800FF59FBB323",41.45,"KG","07F58447637011E5B83800FF59FBB323"
"","SSS Ee Loan Payment","SSS Loan Payment",999.99,"TRAN","07F81EB3637011E5B83800FF59FBB323"
"","SSS Ee Remittance","3DF9D4C8636311E5B83800FF59FBB323",872.00,"TRAN","07FA209A637011E5B83800FF59FBB323"
"","SSS Er Remittance","3DF9D4C8636311E5B83800FF59FBB323",999.99,"TRAN","07FB1129637011E5B83800FF59FBB323"
"","S.I.L","3DFA869C636311E5B83800FF59FBB323",573.23,"TRAN","07FBC82B637011E5B83800FF59FBB323"
"","Salary","3DFA869C636311E5B83800FF59FBB323",494.50,"TRAN","07FC73FB637011E5B83800FF59FBB323"
"","Salary Trainee","3DFEA7CA636311E5B83800FF59FBB323",489.32,"TRAN","07FD438E637011E5B83800FF59FBB323"
"","Tanduay Ice Black","3E13F8A9636311E5B83800FF59FBB323",19.17,"BOT","07FE00E5637011E5B83800FF59FBB323"
"","Blue Marlin","3E01825B636311E5B83800FF59FBB323",380.00,"KG","07FEACFB637011E5B83800FF59FBB323"
"","Boneless Bangus","3E01825B636311E5B83800FF59FBB323",173.00,"KG","07FF6BB4637011E5B83800FF59FBB323"
"","Cream Dory","3E01825B636311E5B83800FF59FBB323",105.00,"KG","08004374637011E5B83800FF59FBB323"
"","Fish Fillet","3E01825B636311E5B83800FF59FBB323",105.00,"KG","0800EDBA637011E5B83800FF59FBB323"
